id_klienta,umowa,plan,oplata_miesieczna,staz_miesiecy,uslugi_dodatkowe,zgloszenia,opoznione_platnosci,platnosc,wiek,powod_rezygnacji,rezygnacja
11126,roczna,podstawowy,47.0,9,3,1,1,karta,18.0,,nie
10086,miesięczna,podstawowy,43.0,58,2,2,0,polecenie zapłaty,49.0,,nie
11190,roczna,podstawowy,45.0,19,0,1,0,przelew,58.0,,nie
11076,miesięczna,premium,145.0,21,0,0,1,polecenie zapłaty,27.0,konkurencja,tak
11815,dwuletnia,standard,84.0,29,2,3,0,przelew,47.0,,nie
11828,roczna,podstawowy,68.0,17,3,1,1,przelew,38.0,,nie
11380,miesięczna,premium,141.0,5,2,0,0,przelew,22.0,jakość,tak
11482,miesięczna,standard,75.0,8,0,0,1,przelew,42.0,cena,tak
10363,miesięczna,standard,92.0,83,2,3,0,przelew,45.0,konkurencja,tak
11620,miesięczna,premium,136.0,15,3,1,0,przelew,28.0,,nie
11631,roczna,podstawowy,39.0,44,2,2,1,przelew,49.0,,nie
11027,dwuletnia,podstawowy,69.0,27,3,3,0,polecenie zapłaty,74.0,,nie
11031,roczna,standard,76.0,7,3,1,0,karta,44.0,,nie
11224,roczna,standard,78.0,1,2,1,1,karta,51.0,,nie
11363,roczna,standard,98.0,1,3,0,1,przelew,48.0,,nie
11767,dwuletnia,standard,80.0,1,0,0,1,polecenie zapłaty,49.0,,nie
10666,roczna,premium,121.0,2,1,0,1,karta,,,nie
10365,roczna,standard,96.0,8,1,1,0,polecenie zapłaty,66.0,,nie
10078,roczna,podstawowy,50.0,7,1,0,2,karta,25.0,,nie
10028,miesięczna,podstawowy,40.0,3,0,2,1,karta,31.0,,nie
11655,dwuletnia,podstawowy,69.0,60,0,0,0,przelew,53.0,,nie
10526,miesięczna,podstawowy,47.0,10,1,1,0,karta,,,nie
11845,miesięczna,premium,141.0,10,1,3,0,karta,42.0,przeprowadzka,tak
10056,roczna,standard,89.0,36,1,3,0,polecenie zapłaty,54.0,,nie
10639,roczna,premium,142.0,42,1,1,0,przelew,38.0,,nie
10303,roczna,standard,84.0,35,1,2,0,karta,45.0,,nie
10719,roczna,podstawowy,58.0,18,3,0,1,przelew,45.0,,nie
10625,dwuletnia,standard,76.0,2,2,2,0,polecenie zapłaty,49.0,,nie
10008,roczna,podstawowy,46.0,45,2,1,0,polecenie zapłaty,35.0,,nie
10804,roczna,standard,92.0,29,3,1,2,karta,22.0,,nie
11050,miesięczna,podstawowy,61.0,22,2,0,1,polecenie zapłaty,44.0,,nie
10337,miesięczna,premium,131.0,46,3,1,0,karta,35.0,,nie
10048,miesięczna,standard,96.0,46,3,2,1,karta,,,nie
11488,roczna,standard,77.0,15,1,0,0,karta,30.0,,nie
10107,miesięczna,standard,84.0,12,2,2,1,przelew,21.0,przeprowadzka,tak
10350,miesięczna,podstawowy,63.0,4,1,0,1,karta,31.0,cena,tak
11080,miesięczna,podstawowy,50.0,1,3,1,1,karta,34.0,,nie
10239,miesięczna,podstawowy,55.0,23,2,2,1,polecenie zapłaty,44.0,,nie
10214,dwuletnia,standard,91.0,3,0,2,1,karta,52.0,,nie
11260,dwuletnia,podstawowy,47.0,10,2,1,1,polecenie zapłaty,26.0,,nie
11145,miesięczna,premium,144.0,11,0,0,1,karta,56.0,przeprowadzka,tak
10794,miesięczna,premium,124.0,15,0,1,1,polecenie zapłaty,26.0,,0
11097,miesięczna,podstawowy,42.0,25,0,2,0,polecenie zapłaty,59.0,przeprowadzka,tak
11129,roczna,standard,72.0,7,1,2,0,karta,58.0,,nie
11957,roczna,premium,142.0,19,1,1,0,polecenie zapłaty,39.0,,nie
11681,roczna,standard,69.0,11,3,1,1,polecenie zapłaty,,,nie
10524,roczna,standard,96.0,41,3,0,1,polecenie zapłaty,53.0,,nie
10233,dwuletnia,podstawowy,65.0,5,3,0,1,polecenie zapłaty,56.0,,nie
10645,roczna,podstawowy,40.0,29,0,1,1,przelew,49.0,,nie
11986,dwuletnia,podstawowy,60.0,18,2,0,0,polecenie zapłaty,32.0,,nie
10534,roczna,podstawowy,52.0,7,2,2,0,przelew,28.0,,nie
11517,miesięczna,standard,81.0,18,1,1,2,karta,22.0,,nie
10604,roczna,standard,91.0,1,3,2,2,karta,61.0,,nie
11823,roczna,standard,75.0,19,0,2,0,karta,45.0,cena,tak
11075,dwuletnia,premium,131.0,18,0,1,1,polecenie zapłaty,53.0,,nie
11562,roczna,standard,78.0,9,2,1,1,karta,,,nie
10061,roczna,premium,131.0,30,3,1,1,karta,18.0,,nie
11271,dwuletnia,premium,148.0,11,3,1,0,przelew,25.0,,nie
10093,miesięczna,standard,89.0,16,2,2,0,przelew,49.0,,nie
10667,dwuletnia,premium,146.0,3,2,1,0,przelew,52.0,konkurencja,tak
10281,miesięczna,standard,88.0,80,2,1,0,przelew,40.0,,nie
11475,roczna,standard,74.0,15,2,2,2,przelew,39.0,jakość,tak
10360,roczna,podstawowy,66.0,50,2,1,1,polecenie zapłaty,37.0,,nie
11135,dwuletnia,standard,75.0,5,3,1,1,przelew,32.0,,nie
11176,roczna,podstawowy,67.0,12,3,4,2,przelew,68.0,cena,tak
10848,roczna,podstawowy,46.0,53,0,0,0,polecenie zapłaty,50.0,,nie
11385,dwuletnia,podstawowy,52.0,15,2,0,0,polecenie zapłaty,52.0,,nie
10111,roczna,standard,78.0,23,3,3,0,polecenie zapłaty,54.0,,nie
10043,roczna,standard,99.0,23,2,0,0,karta,38.0,,nie
10126,roczna,podstawowy,44.0,12,0,0,0,karta,47.0,,nie
10205,miesięczna,podstawowy,52.0,26,0,1,0,karta,25.0,,nie
10053,roczna,standard,82.0,4,2,2,1,polecenie zapłaty,39.0,,nie
10546,miesięczna,podstawowy,64.0,6,3,1,0,polecenie zapłaty,35.0,,nie
10069,miesięczna,podstawowy,64.0,9,3,1,1,polecenie zapłaty,54.0,,nie
11279,dwuletnia,podstawowy,69.0,48,1,3,2,karta,34.0,,nie
11556,roczna,standard,71.0,15,1,1,0,karta,50.0,,nie
10184,miesięczna,podstawowy,62.0,41,1,1,0,przelew,47.0,,nie
10138,roczna,standard,97.0,11,2,1,0,karta,34.0,,nie
10900,roczna,standard,69.0,43,0,1,3,karta,18.0,,nie
10797,miesięczna,standard,79.0,5,3,0,1,przelew,34.0,,nie
10133,roczna,premium,139.0,4,2,2,0,polecenie zapłaty,53.0,,nie
10081,roczna,podstawowy,66.0,2,3,0,1,polecenie zapłaty,68.0,,nie
11491,miesięczna,standard,75.0,13,2,1,1,karta,41.0,,nie
11549,miesięczna,podstawowy,68.0,31,2,1,1,polecenie zapłaty,25.0,konkurencja,tak
10542,roczna,standard,99.0,5,2,0,0,przelew,50.0,,NIE
11638,dwuletnia,podstawowy,55.0,33,2,0,1,karta,26.0,,nie
10984,roczna,standard,95.0,6,1,0,0,przelew,50.0,,nie
10166,miesięczna,podstawowy,61.0,37,3,1,0,przelew,27.0,,nie
10249,miesięczna,podstawowy,52.0,22,1,1,0,karta,38.0,,nie
10447,dwuletnia,podstawowy,54.0,56,3,0,1,polecenie zapłaty,28.0,,nie
11663,roczna,premium,122.0,17,2,2,1,polecenie zapłaty,52.0,,nie
10859,miesięczna,standard,77.0,4,1,0,1,polecenie zapłaty,46.0,,nie
11311,miesięczna,premium,143.0,15,3,2,1,karta,53.0,konkurencja,tak
10098,miesięczna,standard,80.0,1,0,2,0,przelew,32.0,przeprowadzka,tak
11984,miesięczna,podstawowy,65.0,23,0,1,2,karta,50.0,,nie
10738,miesięczna,standard,73.0,24,0,3,2,karta,26.0,cena,tak
11263,miesięczna,podstawowy,43.0,11,0,1,0,przelew,33.0,cena,tak
10103,miesięczna,premium,124.0,7,2,0,0,polecenie zapłaty,51.0,,nie
10435,miesięczna,standard,79.0,73,3,0,2,karta,28.0,,nie
10075,miesięczna,podstawowy,64.0,3,3,0,0,polecenie zapłaty,39.0,,nie
11802,roczna,podstawowy,54.0,72,2,0,0,polecenie zapłaty,41.0,,nie
11724,roczna,standard,96.0,21,2,1,1,karta,45.0,,nie
10919,miesięczna,podstawowy,60.0,19,3,1,3,przelew,25.0,przeprowadzka,tak
11721,miesięczna,standard,94.0,31,3,0,2,polecenie zapłaty,35.0,,nie
11680,roczna,podstawowy,43.0,1,1,0,1,przelew,43.0,,nie
11629,miesięczna,standard,89.0,19,0,3,0,karta,58.0,przeprowadzka,tak
10763,miesięczna,podstawowy,63.0,5,2,3,1,polecenie zapłaty,42.0,przeprowadzka,tak
10990,roczna,standard,77.0,4,1,2,0,karta,54.0,,nie
10389,miesięczna,standard,96.0,8,3,3,0,polecenie zapłaty,58.0,,nie
10236,dwuletnia,premium,145.0,8,1,1,1,karta,46.0,,nie
11515,dwuletnia,premium,138.0,65,1,0,1,polecenie zapłaty,49.0,,nie
10268,miesięczna,standard,84.0,17,3,3,0,polecenie zapłaty,19.0,,nie
11194,dwuletnia,standard,82.0,12,3,6,0,polecenie zapłaty,65.0,,nie
10118,roczna,podstawowy,51.0,22,3,1,1,polecenie zapłaty,37.0,,nie
11615,dwuletnia,standard,91.0,14,0,2,1,przelew,51.0,,nie
10674,roczna,standard,69.0,13,3,1,1,polecenie zapłaty,24.0,,nie
10250,miesięczna,podstawowy,69.0,8,3,1,1,przelew,38.0,,nie
11461,roczna,standard,73.0,5,3,1,0,karta,50.0,,nie
10371,roczna,standard,99.0,12,2,1,0,przelew,28.0,,nie
10095,miesięczna,premium,129.0,60,1,1,0,karta,18.0,,nie
10034,miesięczna,standard,76.0,24,2,0,0,polecenie zapłaty,54.0,,nie
11472,miesięczna,standard,92.0,11,2,0,0,polecenie zapłaty,,,nie
11677,roczna,podstawowy,64.0,22,0,1,2,karta,42.0,konkurencja,tak
10449,miesięczna,standard,94.0,3,2,2,0,przelew,31.0,przeprowadzka,tak
10717,roczna,standard,90.0,26,1,1,1,polecenie zapłaty,53.0,,nie
11272,miesięczna,standard,70.0,21,2,0,0,karta,49.0,,nie
11526,miesięczna,standard,97.0,30,0,0,0,przelew,31.0,,nie
10001,roczna,premium,139.0,23,0,1,0,polecenie zapłaty,73.0,,nie
11775,roczna,standard,72.0,40,1,3,1,polecenie zapłaty,56.0,cena,tak
11102,miesięczna,podstawowy,41.0,1,1,0,0,polecenie zapłaty,60.0,,nie
11109,dwuletnia,podstawowy,49.0,42,3,2,0,karta,43.0,,nie
11233,miesięczna,standard,87.0,52,2,0,2,karta,,,nie
10083,dwuletnia,standard,85.0,9,2,1,0,przelew,58.0,,nie
11469,roczna,podstawowy,66.0,6,0,0,0,przelew,46.0,,nie
10677,dwuletnia,standard,93.0,31,3,2,0,przelew,25.0,,nie
10329,roczna,standard,74.0,32,3,1,2,przelew,38.0,,nie
11047,miesięczna,standard,97.0,22,0,0,3,polecenie zapłaty,38.0,,nie
10771,miesięczna,podstawowy,54.0,27,1,0,1,polecenie zapłaty,,,nie
11222,miesięczna,premium,145.0,5,3,4,0,polecenie zapłaty,43.0,jakość,tak
11288,miesięczna,standard,70.0,26,0,2,0,karta,43.0,jakość,tak
11589,miesięczna,standard,84.0,6,0,3,0,przelew,58.0,konkurencja,tak
11648,roczna,podstawowy,60.0,52,0,2,0,polecenie zapłaty,44.0,,nie
10405,dwuletnia,premium,145.0,53,1,3,1,przelew,54.0,,nie
11737,dwuletnia,podstawowy,45.0,19,0,0,0,polecenie zapłaty,35.0,,nie
11306,dwuletnia,podstawowy,42.0,12,0,1,0,karta,36.0,,nie
11348,miesięczna,standard,77.0,84,3,4,1,polecenie zapłaty,53.0,,nie
10105,roczna,standard,74.0,43,1,1,0,karta,55.0,,nie
10689,roczna,podstawowy,55.0,67,2,0,0,karta,51.0,,nie
11729,miesięczna,standard,95.0,16,1,2,0,polecenie zapłaty,61.0,,nie
10827,roczna,standard,76.0,37,0,1,0,karta,51.0,,0
10063,roczna,standard,74.0,55,3,1,0,przelew,51.0,,nie
10853,dwuletnia,premium,135.0,38,3,2,1,polecenie zapłaty,32.0,,nie
11361,roczna,podstawowy,61.0,84,1,1,0,polecenie zapłaty,59.0,,nie
10224,dwuletnia,podstawowy,64.0,26,1,1,1,polecenie zapłaty,34.0,,nie
10146,miesięczna,premium,132.0,56,3,2,3,polecenie zapłaty,41.0,cena,tak
11089,roczna,standard,73.0,16,1,1,1,karta,29.0,,nie
10374,miesięczna,podstawowy,42.0,2,1,2,1,polecenie zapłaty,35.0,cena,tak
11428,miesięczna,Premium ,146.0,3,0,1,0,polecenie zapłaty,43.0,konkurencja,tak
11143,dwuletnia,premium,121.0,71,2,3,1,karta,35.0,,nie
11881,roczna,standard,81.0,25,1,0,0,przelew,59.0,,nie
11503,miesięczna,podstawowy,46.0,84,2,1,0,polecenie zapłaty,31.0,,nie
11610,miesięczna,podstawowy,64.0,55,2,0,0,karta,42.0,jakość,tak
11990,miesięczna,premium,137.0,23,3,0,2,karta,57.0,cena,tak
10010,roczna,standard,85.0,13,3,1,1,polecenie zapłaty,28.0,,0
10450,roczna,standard,75.0,31,2,2,0,polecenie zapłaty,20.0,,nie
10709,miesięczna,podstawowy,54.0,75,0,1,3,przelew,35.0,jakość,tak
10256,roczna,standard,83.0,84,3,1,1,karta,50.0,,nie
10883,dwuletnia,standard,77.0,1,2,1,4,polecenie zapłaty,29.0,,nie
10390,dwuletnia,podstawowy,47.0,11,2,0,1,przelew,51.0,,0
10909,miesięczna,premium,129.0,84,1,3,1,polecenie zapłaty,45.0,jakość,tak
10925,miesięczna,podstawowy,50.0,13,0,1,0,polecenie zapłaty,41.0,przeprowadzka,tak
11713,dwuletnia,premium,135.0,8,1,0,1,polecenie zapłaty,30.0,,nie
11330,miesięczna,podstawowy,56.0,84,3,0,1,polecenie zapłaty,45.0,,nie
10461,roczna,premium,142.0,12,0,1,1,polecenie zapłaty,46.0,,nie
11319,roczna,podstawowy,52.0,8,1,1,1,karta,42.0,,nie
11710,miesięczna,standard,71.0,16,3,1,0,karta,50.0,,nie
11169,dwuletnia,podstawowy,59.0,1,1,0,0,polecenie zapłaty,47.0,,0
10959,roczna,podstawowy,52.0,15,2,1,0,karta,22.0,,nie
10502,dwuletnia,standard,79.0,17,0,1,0,karta,50.0,,NIE
10740,miesięczna,standard,82.0,45,3,0,1,karta,27.0,,nie
11860,miesięczna,podstawowy,47.0,19,3,0,1,polecenie zapłaty,29.0,,nie
10869,miesięczna,premium,142.0,2,3,0,1,przelew,67.0,cena,tak
10732,miesięczna,podstawowy,42.0,52,1,4,0,polecenie zapłaty,20.0,przeprowadzka,1
10540,dwuletnia,standard,92.0,10,3,1,0,polecenie zapłaty,38.0,,nie
11202,roczna,premium,138.0,7,3,2,0,polecenie zapłaty,47.0,,nie
10698,roczna,podstawowy,55.0,6,1,0,1,polecenie zapłaty,51.0,,nie
11400,miesięczna,standard,93.0,35,2,0,1,karta,20.0,konkurencja,tak
11384,dwuletnia,standard,76.0,29,3,0,1,przelew,54.0,,nie
11146,miesięczna,standard,74.0,30,1,1,1,polecenie zapłaty,32.0,,nie
11032,roczna,podstawowy,48.0,77,1,2,1,przelew,35.0,,nie
10373,miesięczna,podstawowy,59.0,53,1,0,0,przelew,43.0,,0
10668,dwuletnia,podstawowy,53.0,41,2,1,0,karta,27.0,,nie
11753,dwuletnia,standard,93.0,2,2,1,0,przelew,71.0,,nie
10358,roczna,standard,89.0,25,3,1,1,karta,37.0,,nie
10968,miesięczna,podstawowy,46.0,16,0,1,2,polecenie zapłaty,,,nie
10784,roczna,podstawowy,62.0,66,2,2,0,przelew,53.0,,nie
10736,roczna,standard,87.0,3,1,0,1,przelew,30.0,,nie
11036,roczna,Standard ,78.0,14,3,0,1,przelew,36.0,,nie
10971,miesięczna,standard,88.0,7,3,0,2,przelew,42.0,przeprowadzka,tak
11533,roczna,standard,85.0,1,1,2,1,polecenie zapłaty,53.0,,nie
11495,miesięczna,podstawowy,57.0,76,1,1,1,polecenie zapłaty,59.0,,nie
11532,miesięczna,podstawowy,47.0,15,1,1,1,polecenie zapłaty,29.0,,nie
11358,roczna,standard,71.0,57,1,1,1,karta,25.0,,nie
11499,miesięczna,podstawowy,67.0,51,2,4,2,karta,62.0,cena,tak
11651,miesięczna,podstawowy,48.0,52,3,1,0,polecenie zapłaty,61.0,,nie
11253,miesięczna,podstawowy,47.0,18,1,1,2,przelew,46.0,,nie
11703,miesięczna,standard,80.0,19,2,0,0,karta,34.0,,nie
11493,roczna,premium,135.0,1,0,1,0,przelew,29.0,,nie
11237,miesięczna,premium,136.0,25,2,0,0,karta,68.0,,nie
10886,miesięczna,podstawowy,66.0,15,0,2,2,przelew,49.0,przeprowadzka,tak
10080,roczna,podstawowy,64.0,5,0,0,0,przelew,,,nie
11173,miesięczna,standard,71.0,11,0,3,0,przelew,39.0,,nie
10815,miesięczna,podstawowy,53.0,27,1,1,0,polecenie zapłaty,28.0,,nie
11293,roczna,standard,90.0,84,0,5,0,karta,33.0,,nie
10672,roczna,standard,71.0,16,0,1,1,karta,61.0,przeprowadzka,tak
11601,dwuletnia,podstawowy,56.0,52,3,0,2,karta,,,nie
10058,roczna,standard,83.0,3,0,0,1,polecenie zapłaty,29.0,,nie
10134,miesięczna,premium,127.0,8,0,1,0,karta,49.0,,NIE
11141,miesięczna,Podstawowy ,54.0,1,0,5,2,przelew,30.0,przeprowadzka,tak
10934,roczna,premium,124.0,7,2,0,0,polecenie zapłaty,51.0,,nie
11694,roczna,standard,73.0,1,3,1,0,karta,33.0,,nie
10824,roczna,premium,120.0,2,3,3,0,karta,53.0,konkurencja,1
11215,miesięczna,podstawowy,66.0,4,2,2,0,przelew,44.0,konkurencja,TAK
10505,roczna,podstawowy,43.0,8,1,0,0,karta,35.0,,nie
11785,miesięczna,standard,83.0,11,1,1,1,przelew,42.0,przeprowadzka,tak
10348,miesięczna,premium,128.0,14,3,4,1,karta,37.0,konkurencja,tak
10387,roczna,premium,137.0,1,0,0,0,karta,41.0,,nie
11025,roczna,podstawowy,65.0,38,2,0,0,karta,42.0,,0
10895,roczna,premium,134.0,4,1,4,1,polecenie zapłaty,36.0,cena,tak
10829,dwuletnia,premium,138.0,10,1,0,0,przelew,28.0,,nie
11903,dwuletnia,standard,77.0,22,2,0,1,karta,44.0,,nie
10476,miesięczna,podstawowy,65.0,30,3,0,4,polecenie zapłaty,41.0,,nie
11932,roczna,standard,69.0,31,3,2,1,karta,65.0,przeprowadzka,tak
11455,miesięczna,premium,126.0,78,3,1,0,przelew,22.0,,nie
11404,miesięczna,premium,132.0,6,0,1,0,polecenie zapłaty,45.0,przeprowadzka,1
10653,roczna,premium,128.0,84,1,3,1,karta,45.0,,0
10173,miesięczna,standard,78.0,29,1,3,0,polecenie zapłaty,66.0,konkurencja,tak
11150,dwuletnia,Podstawowy ,65.0,11,2,2,1,polecenie zapłaty,18.0,,nie
10039,miesięczna,standard,79.0,45,3,1,0,karta,38.0,,nie
10714,dwuletnia,podstawowy,68.0,31,3,2,0,polecenie zapłaty,30.0,,nie
10091,miesięczna,podstawowy,55.0,2,2,2,1,karta,52.0,przeprowadzka,tak
11947,miesięczna,podstawowy,60.0,21,3,0,1,karta,24.0,,nie
11206,miesięczna,standard,99.0,15,3,4,0,karta,50.0,jakość,tak
10876,dwuletnia,podstawowy,46.0,49,3,2,2,przelew,34.0,,nie
11359,roczna,standard,93.0,74,2,1,1,karta,30.0,,nie
11958,miesięczna,premium,144.0,18,2,1,0,polecenie zapłaty,52.0,,0
11094,miesięczna,premium,149.0,20,1,0,0,przelew,42.0,konkurencja,tak
11156,miesięczna,Podstawowy ,41.0,6,1,3,1,przelew,33.0,konkurencja,tak
11371,miesięczna,premium,129.0,35,0,0,1,przelew,33.0,konkurencja,tak
11969,roczna,standard,76.0,34,3,0,1,polecenie zapłaty,35.0,,nie
10500,roczna,standard,93.0,11,1,4,0,karta,20.0,,nie
10339,miesięczna,standard,88.0,23,1,1,0,przelew,22.0,cena,tak
11189,miesięczna,podstawowy,51.0,31,1,2,1,karta,,,nie
10029,miesięczna,standard,82.0,10,3,4,1,polecenie zapłaty,30.0,jakość,tak
11218,roczna,podstawowy,42.0,1,3,0,0,przelew,64.0,,nie
11989,dwuletnia,premium,139.0,4,1,0,1,polecenie zapłaty,60.0,,nie
11831,roczna,standard,71.0,27,3,1,0,karta,30.0,,nie
10946,miesięczna,standard,89.0,6,2,1,2,karta,59.0,cena,tak
10170,dwuletnia,standard,85.0,3,3,1,0,przelew,32.0,,nie
11923,roczna,podstawowy,60.0,1,2,1,1,polecenie zapłaty,47.0,,0
11198,roczna,podstawowy,49.0,18,2,1,2,przelew,18.0,,nie
11254,roczna,standard,95.0,61,1,1,1,polecenie zapłaty,,przeprowadzka,tak
11406,miesięczna,premium,129.0,6,0,0,2,karta,41.0,jakość,tak
10913,dwuletnia,standard,90.0,42,2,2,1,karta,53.0,,nie
10492,roczna,standard,77.0,27,0,0,0,karta,55.0,,nie
10954,miesięczna,premium,135.0,1,2,0,1,przelew,30.0,jakość,tak
11098,dwuletnia,podstawowy,61.0,40,2,3,2,polecenie zapłaty,57.0,,nie
11033,roczna,podstawowy,59.0,2,0,2,0,karta,48.0,,nie
10588,miesięczna,podstawowy,57.0,55,3,2,1,polecenie zapłaty,62.0,przeprowadzka,tak
10751,miesięczna,podstawowy,45.0,16,2,0,1,karta,58.0,,nie
10658,miesięczna,standard,95.0,45,3,1,2,karta,52.0,jakość,tak
10235,dwuletnia,standard,79.0,11,2,0,0,polecenie zapłaty,36.0,,nie
10733,miesięczna,standard,80.0,1,3,2,1,przelew,30.0,przeprowadzka,tak
11999,dwuletnia,podstawowy,56.0,10,1,0,0,karta,43.0,,nie
11641,roczna,podstawowy,50.0,17,0,0,0,karta,65.0,,nie
11157,miesięczna,podstawowy,64.0,49,3,4,1,przelew,37.0,przeprowadzka,tak
11478,dwuletnia,premium,123.0,7,3,1,0,polecenie zapłaty,45.0,,nie
11432,roczna,standard,75.0,7,3,1,1,polecenie zapłaty,29.0,,nie
11636,miesięczna,podstawowy,54.0,40,0,1,0,polecenie zapłaty,,,nie
10935,roczna,standard,80.0,3,1,2,0,karta,44.0,,nie
11210,miesięczna,podstawowy,60.0,43,1,2,1,polecenie zapłaty,0.0,cena,tak
11066,dwuletnia,standard,89.0,14,2,0,0,polecenie zapłaty,28.0,,nie
10109,miesięczna,podstawowy,59.0,16,0,0,1,polecenie zapłaty,19.0,przeprowadzka,tak
11551,miesięczna,premium,143.0,58,0,2,1,karta,44.0,jakość,tak
10569,miesięczna,standard,70.0,30,0,2,0,karta,52.0,cena,tak
11168,roczna,podstawowy,69.0,81,0,0,1,polecenie zapłaty,39.0,,nie
11175,roczna,standard,82.0,49,3,1,0,karta,,,nie
10891,miesięczna,podstawowy,67.0,1,3,1,0,przelew,54.0,cena,tak
10948,dwuletnia,standard,70.0,29,3,0,0,karta,26.0,,nie
11049,dwuletnia,premium,131.0,6,0,1,0,karta,27.0,,nie
11360,miesięczna,standard,96.0,4,3,1,2,polecenie zapłaty,58.0,,nie
11379,roczna,standard,92.0,11,1,0,2,polecenie zapłaty,37.0,,nie
11454,dwuletnia,podstawowy,63.0,8,0,0,2,karta,33.0,,nie
10885,miesięczna,standard,73.0,6,1,1,0,karta,50.0,konkurencja,TAK
11682,dwuletnia,podstawowy,66.0,84,3,1,1,przelew,36.0,,nie
10851,miesięczna,podstawowy,46.0,1,2,1,1,polecenie zapłaty,47.0,jakość,1
10735,miesięczna,podstawowy,63.0,9,1,1,0,karta,42.0,,nie
10718,miesięczna,premium,134.0,74,2,0,0,karta,38.0,,nie
10455,miesięczna,standard,96.0,15,0,0,1,polecenie zapłaty,69.0,przeprowadzka,tak
10265,dwuletnia,standard,70.0,24,3,0,1,karta,37.0,,nie
10076,miesięczna,standard,95.0,8,2,3,0,polecenie zapłaty,47.0,,0
11667,dwuletnia,podstawowy,57.0,10,1,2,0,polecenie zapłaty,45.0,,nie
10445,miesięczna,standard,92.0,8,0,1,0,karta,50.0,,nie
10396,roczna,premium,146.0,4,2,0,1,polecenie zapłaty,47.0,,nie
10177,miesięczna,standard,73.0,15,1,2,1,przelew,44.0,jakość,tak
11043,roczna,standard,85.0,1,2,1,0,polecenie zapłaty,21.0,,nie
11745,roczna,podstawowy,55.0,69,0,4,1,karta,47.0,,NIE
11783,miesięczna,premium,149.0,54,1,0,1,polecenie zapłaty,45.0,przeprowadzka,tak
11388,miesięczna,premium,145.0,13,1,3,0,karta,47.0,konkurencja,1
10596,miesięczna,premium,137.0,12,3,3,1,karta,51.0,przeprowadzka,tak
10062,roczna,podstawowy,54.0,5,1,1,2,karta,44.0,,nie
11297,miesięczna,standard,92.0,26,3,2,0,karta,40.0,,nie
10873,dwuletnia,podstawowy,63.0,44,1,1,1,polecenie zapłaty,28.0,,0
11498,roczna,standard,95.0,7,3,1,0,karta,55.0,,nie
11889,dwuletnia,premium,147.0,8,0,1,1,karta,64.0,,nie
10279,dwuletnia,premium,124.0,21,1,0,1,polecenie zapłaty,45.0,,nie
10037,miesięczna,premium,148.0,36,0,1,1,przelew,25.0,jakość,tak
11524,roczna,podstawowy,54.0,5,2,1,0,karta,39.0,,nie
10663,miesięczna,podstawowy,59.0,62,1,0,1,karta,41.0,,nie
11817,roczna,standard,76.0,1,1,0,1,karta,61.0,jakość,tak
11931,roczna,standard,79.0,5,2,2,0,polecenie zapłaty,21.0,,nie
10978,miesięczna,standard,77.0,10,3,0,0,karta,54.0,,nie
11838,miesięczna,podstawowy,67.0,2,2,1,0,karta,45.0,przeprowadzka,tak
10739,miesięczna,standard,91.0,48,1,2,1,polecenie zapłaty,37.0,przeprowadzka,tak
10192,miesięczna,standard,79.0,55,1,1,0,polecenie zapłaty,52.0,konkurencja,1
10920,roczna,standard,94.0,14,0,0,0,karta,50.0,,nie
10457,dwuletnia,standard,98.0,2,2,2,0,polecenie zapłaty,67.0,,nie
10676,miesięczna,standard,69.0,11,2,3,1,polecenie zapłaty,21.0,konkurencja,tak
10761,roczna,standard,98.0,6,2,3,0,polecenie zapłaty,,,nie
11818,roczna,podstawowy,60.0,1,3,2,0,polecenie zapłaty,45.0,,nie
11611,miesięczna,standard,98.0,15,3,1,1,polecenie zapłaty,48.0,cena,1
10729,roczna,podstawowy,69.0,42,3,0,0,przelew,44.0,,nie
10413,miesięczna,standard,76.0,32,0,1,0,polecenie zapłaty,52.0,,nie
11099,dwuletnia,podstawowy,53.0,16,3,0,1,przelew,34.0,,nie
10826,miesięczna,standard,92.0,1,2,2,1,polecenie zapłaty,29.0,konkurencja,1
11606,miesięczna,podstawowy,40.0,6,1,1,1,polecenie zapłaty,54.0,konkurencja,tak
10617,roczna,Podstawowy ,62.0,39,1,1,0,karta,43.0,,nie
10115,miesięczna,podstawowy,48.0,12,3,3,0,polecenie zapłaty,22.0,,nie
10418,roczna,standard,82.0,4,2,1,1,karta,50.0,,0
11921,roczna,podstawowy,45.0,46,0,2,0,polecenie zapłaty,18.0,,nie
10970,miesięczna,podstawowy,65.0,18,2,1,1,polecenie zapłaty,19.0,przeprowadzka,tak
10605,dwuletnia,podstawowy,44.0,54,3,3,1,polecenie zapłaty,30.0,,nie
11929,miesięczna,podstawowy,45.0,50,1,0,0,przelew,28.0,,nie
10090,roczna,standard,83.0,21,3,1,0,karta,38.0,,nie
10849,miesięczna,standard,79.0,23,0,1,0,polecenie zapłaty,44.0,,nie
11633,roczna,standard,75.0,2,3,0,1,polecenie zapłaty,39.0,,nie
11928,roczna,premium,126.0,27,1,2,0,przelew,27.0,,nie
10754,roczna,podstawowy,61.0,52,2,0,0,karta,55.0,,nie
10499,miesięczna,premium,137.0,3,2,2,1,przelew,44.0,jakość,tak
11277,miesięczna,standard,74.0,84,2,1,0,polecenie zapłaty,71.0,,nie
11326,dwuletnia,premium,133.0,52,1,2,0,przelew,44.0,,nie
